Marca temporal;Título;Resumen;Link en The Movie DB;Género;Edad al momento de ver la película;Calificación;Género
3/7/2019 14:47:26;Deadpool (2016);Basado en el anti-héroe de Marvel Comics, Deadpool narra la historia del origen de Wade Wilson, ex Fuerzas Especiales convertido en mercenario. Después de haber sido sometido a un brutal experimento que lo deja con poderes curativos, adopta su alter ego Deadpool. Armado con sus nuevas habilidades y un sentido del humor oscuro y ácido, Deadpool persigue al hombre que casi destruyó su vida.;https://www.themoviedb.org/movie/293660-deadpool?language=es-MX;Hombre;18 a 25 años;9;Acción, Aventura, Comedia
3/7/2019 14:48:17;Diario de un skin (2005);No tenemos un resumen traducido a tu idioma. Ayúdanos agregando uno.;https://www.themoviedb.org/movie/58587-diario-de-un-skin?language=es-MX;Hombre;18 a 25 años;10;Documental
3/7/2019 14:48:59;The Motorcycle Diaries (2004);"""The Motorcycle Diaries"" is based on the journals of Che Guevara, leader of the Cuban Revolution. In his memoirs, Guevara recounts adventures he, and best friend Alberto Granado, had while crossing South America by motorcycle in the early 1950s.";https://www.themoviedb.org/movie/1653-diarios-de-motocicleta?language=es-MX;Hombre;18 a 25 años;9;Drama
3/7/2019 14:49:58;Doctor Strange: Hechicero supremo (2016);Después de que Stephen Strange, el mejor neurocirujano del mundo, se ve involucrado en un accidente de coche que termina arruinando su carrera, se embarca en un viaje de sanación, donde se encuentra con un ser misterioso llamado El Anciano, quien le enseñará el mundo de las artes místicas.;https://www.themoviedb.org/movie/284052-doctor-strange?language=es-MX;Hombre;25 a 40 años;7;Acción, Aventura, Ciencia Ficción, Fantasía
3/8/2019 9:23:14;Donnie Darko (2001);Después de escapar por poco de un extraño accidente, un adolescente con problemas se ve afectado por las visiones de un conejito grande que lo manipula para cometer una serie de delitos.;https://www.themoviedb.org/movie/141-donnie-darko?language=es-MX;Hombre;18 a 25 años;9;Drama, Fantasía, Misterio
3/8/2019 9:24:06;Dragon Ball GT: 100 años después (1997);Goku Jr. es el nieto del legendario guerrero Goku, a diferencia de su predecesor no es un luchador valiente. Su abuela Pan ve esto y ella está preocupada, pero incluso Goku fuerte no es un saiyan fuerte y poderoso, él tiene un corazón amable, y Pan lo ama. Cuando Pan se enferma Goku Jr. se da cuenta de que debe hacer algo si no quiere perder a Pan. Entonces recordará acerca de las leyendas de las esferas del dragón. Se les dijo que concedieron un deseo al portador, Goku necesita un deseo mágico más que nunca.;https://www.themoviedb.org/movie/18095-doragon-b-ru-gt-gok-gaiden-y-ki-no-akashi-wa-s-shin-ch?language=es-MX;Hombre;18 a 25 años;7;Animación, Familia, Fantasía
3/8/2019 9:24:49;Dragon Ball Z: La Galaxia Corre Peligro (1993);Un misterioso torneo de las artes marciales llama la atención de los guerreros z, al cual deciden entrar. Krillin, Trunks y Gohan pasan a las semifinales, en donde tendrían que enfrentarse contra los discípulos de Satán, pero algo extraño sucede. Al comenzar cada batalla, los guerreros z se darán cuenta de que los cuatro peleadores rivales no son peleadores normales de este planeta y que son extremadamente fuertes.;https://www.themoviedb.org/movie/39105-dragonball-z-ginga-giri-giri-bucchigiri-no-sugoi-yatsu?language=es-MX;Hombre;18 a 25 años;8;Acción, Animación, Ciencia Ficción
3/8/2019 9:25:34;Dragon Ball: Una Aventura Mística (1988);Después que terminaran su entrenamiento con el Maestro Roshi, Goku y Krilin se dirigen a la ciudad Mifan para participar en el Torneo de las Artes Marciales, ala vez Ran Ran esposa del Emperador Chaoz se encuentra perdida, el Ministro Tsuru le aconseja recolectar las esferas del dragón para luego pedir como deseo encontrar a su esposa.;https://www.themoviedb.org/movie/116776-dragon-ball-makafushigi-daibouken?language=es-MX;Hombre;15 a 18 años;6;Acción, Animación
3/10/2019 18:13:01;El Cuervo (1994);"En Detroit, Míchigan, el músico de rock Eric Draven, es brutalmente asesinado al ser arrojado por una ventana de su departamento y su novia, Shelly Webster, que tras ser violada por varios hombres es llevada al hospital donde, unas horas después, muere también. El doble crimen fue perpetrado por una banda liderada por Top Dollar, la cual asola las entrañas de la ciudad. El asesinato se produce en una noche llamada la noche del diablo (noche antes de Halloween). Un año más tarde, Eric resucita gracias a la ayuda de un cuervo que lo devuelve a la vida; regresa a la ciudad donde fue asesinado con el único objetivo de vengarse.";https://www.themoviedb.org/movie/9495-the-crow?language=es-MX;Hombre;15 a 18 años;10;Acción, Fantasía, Suspense
3/10/2019 18:14:04;El cuervo 2. Ciudad de ángeles (1996);After Ashe and his little son are murdered violently for no reason by Judah's men, he returns from the dead to take revenge. One after one, Judah's people face the power of the dark angel. The second film based on James O'Barr's cult comic.;https://www.themoviedb.org/movie/10546-the-crow-city-of-angels?language=es-MX;Hombre;18 a 25 años;7;Acción, Fantasía, Suspense
3/10/2019 18:15:12;El curioso caso de Benjamin Button (2008);Lo que hace que Button sea un caso tan curioso es que cuando nace en Nueva Orleans justo después de la Primera Guerra Mundial, ya está en sus ochenta años, y procede a vivir su vida a la inversa. Esta película de barrido sigue la inusual vida del personaje en el siglo XXI cuando experimenta la alegría y la tristeza, ama lo perdido y lo encontrado, y el significado de la intemporalidad. Cate Blanchett;https://www.themoviedb.org/movie/4922-the-curious-case-of-benjamin-button?language=es-MX;Hombre;18 a 25 años;9;Drama, Fantasía, Suspense
3/10/2019 18:16:31;El código Da Vinci (2006);El catedrático y afamado simbologista Robert Langdon (Tom Hanks) se ve obligado a acudir una noche al Museo del Louvre, cuando el asesinato de un restaurador deja tras de sí un misterioso rastro de símbolos y pistas. Con la ayuda de la criptógrafa de la policía Sophie Neveu (Audrey Tautou) y poniendo en juego su propia vida, Langdon descubre que la obra de Leonardo Da Vinci esconde una serie de misterios que apuntan a una sociedad secreta encargada de custodiar un antiguo secreto que ha permanecido oculto durante dos mil años.;https://www.themoviedb.org/movie/591-the-da-vinci-code?language=es-MX;Hombre;15 a 18 años;8;Misterio, Suspense
3/10/2019 18:18:03;The Great Dictator (1940);Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.;https://www.themoviedb.org/movie/914-the-great-dictator?language=es-MX;Hombre;15 a 18 años;8;Comedia
3/10/2019 18:20:28;El Hijo de Batman (2014);Batman se entera de que tiene un hijo y que fue criado en secreto por el peligroso grupo de terroristas, Liga de los Asesinos.;https://www.themoviedb.org/movie/251519-son-of-batman?language=es-MX;Hombre;25 a 40 años;7;Acción, Animación, Aventura
3/10/2019 18:21:52;El Hobbit: Un viaje inesperado (2012);"Precuela de la trilogía ""El Señor de los Anillos"", obra de J.R.R. Tolkien. En compañía del mago Gandalf y de trece enanos, el hobbit Bilbo Bolsón emprende un viaje a través del país de los elfos y los bosques de los trolls, desde las mazmorras de los orcos hasta la Montaña Solitaria, donde el dragón Smaug esconde el tesoro de los Enanos. Finalmente, en las profundidades de la Tierra, encuentra el Anillo Único, hipnótico objeto que será posteriormente causa de tantas sangrientas batallas en la Tierra Media.";https://www.themoviedb.org/movie/49051-the-hobbit-an-unexpected-journey?language=es-MX;Hombre;18 a 25 años;7;Acción, Aventura, Fantasía
3/10/2019 18:23:11;El Hobbit: La desolación de Smaug (2013);"""El Hobbit: La Desolación de Smaug"" continua la aventura de Bilbo Bolsón en su viaje con el mago Gandalf y trece enanos liderados por Thorin Escudo de Roble en una búsqueda épica para reclamar el reino enano de Erebor. En su camino toparán con multitud de peligros y harán frente al temible dragón Smaug.";https://www.themoviedb.org/movie/57158-the-hobbit-the-desolation-of-smaug?language=es-MX;Hombre;18 a 25 años;7;Acción, Aventura, Fantasía
3/10/2019 18:23:50;El Hobbit: La batalla de los cinco ejércitos (2014);Después de haber recuperado el reino del Dragón Smaug en la montaña, la Compañía ha desencadenado, sin querer, una potencia maligna. Un Smaug enfurecido vuela hacia la Ciudad del Lago para acabar con cualquier resto de vida. Obsesionado con las enormes riquezas en su poder, el rey enano Thorin se vuelve codicioso, mientras Bilbo intenta hacerle entrar en razón haciendo algo desesperado y peligroso. Pero hay aún mayores peligros por delante. Sin la ayuda del mago Gandalf, su gran enemigo Sauron ha enviado legiones de orcos hacia la Montaña Solitaria en un ataque épico. Cuando la oscuridad se cierna sobre ellos, las razas de los Enanos, Elfos y Hombres deberán decidir si unirse o ser destruidos. Bilbo se encontrará así en la batalla épica de los Cinco Ejércitos, donde el futuro de la Tierra Media está en juego.;https://www.themoviedb.org/movie/122917-the-hobbit-the-battle-of-the-five-armies?language=es-MX;Hombre;18 a 25 años;8;Acción, Aventura, Fantasía
3/11/2019 15:05:15;Hulk: El hombre increíble (2008);El científico Bruce Banner (Edward Norton) recorre el mundo en busca de un antídoto que le permita librarse de su Alter Ego. Perseguido por el ejército y dominado por su propia rabia, es incapaz de sacarse de la cabeza a Betty Ross (Liv Tyler), por lo que decide volver a la civilización. Mientras se enfrenta a una extraña criatura, el agente de la KGB Emil Blonsky (Tim Roth) se expone a una dosis de radiación más intensa que la que convirtió a Bruce en Hulk. Emil hace responsable a Hulk de su terrible situación, y la ciudad de Nueva York se convierte en el escenario de la última batalla entre las dos criaturas más poderosas que jamás pisaron la Tierra;https://www.themoviedb.org/movie/1724-the-incredible-hulk?language=es-MX;Hombre;18 a 25 años;6;Acción, Aventura, Ciencia Ficción
3/11/2019 15:08:32;Scarface 1983 (1983);Después de conseguir una carta verde a cambio del asesinato de un funcionario público cubano, Tony Montana estaca una reclamación al comercio de narcóticos en Miami. Brutalmente asesinando a cualquiera que esté de pie en su camino, Tony finalmente se hace el traficante más grande en el estado, controlando casi toda la cocaína que atraviesa Miami. Pero la presión aumentada de la policía, guerras con carteles de droga colombianos y su propia paranoia abastecida de combustible por la medicina sirve para abastecer de combustible las llamas de su perdición eventual.;https://www.themoviedb.org/movie/111-scarface?language=es-MX;Hombre;18 a 25 años;8;Acción, Crimen, Drama, Suspense
3/11/2019 15:06:10;El lobo de Wall Street (2013);"Película basada en hechos reales del corredor de bolsa neoyorquino Jordan Belfort (Leonardo DiCaprio). A mediados de los años 80, Belfort era un joven honrado que perseguía el sueño americano, pero pronto en la agencia de valores aprendió que lo más importante no era hacer ganar a sus clientes, sino ser ambicioso y ganar una buena comisión. Su enorme éxito y fortuna le valió el apodo de “El lobo de Wall Street”. Dinero, poder, mujeres, drogas. Las tentaciones abundaban y el temor a la ley era irrelevante. Jordan y su manada de lobos consideraban que la discreción era una cualidad anticuada; nunca se conformaban con lo que tenían.";https://www.themoviedb.org/movie/106646-the-wolf-of-wall-street?language=es-MX;Hombre;18 a 25 años;8;Comedia, Crimen, Drama
3/11/2019 15:09:18;El Secreto De Sus Ojos (2009);Un consejero legítimo jubilado escribe una novela que espera encontrar el cierre para uno de sus casos de homicidio no resueltos pasados y para su amor no intercambiado con su superior - ambos de los cuales todavía le frecuentan unas décadas más tarde.;https://www.themoviedb.org/movie/25376-el-secreto-de-sus-ojos?language=es-MX;Hombre;18 a 25 años;10;Crimen, Drama, Misterio, Romance
3/11/2019 15:10:08;El Señor de los Anillos: La Comunidad del Anillo (2001);En este episodio de la trilogía, el joven y tímido hobbit, Frodo Bolsón, hereda un anillo. Lejos de ser una simple baratija, se trata del Anillo único, un instrumento de poder que permitiría a Sauron, el Señor Oscuro, reinar en la Tierra Media y convertir en esclavos a sus habitantes...;https://www.themoviedb.org/movie/120-the-lord-of-the-rings-the-fellowship-of-the-ring?language=es-MX;Hombre;Menos de 15 años;9;Acción, Aventura, Fantasía
3/12/2019 9:00:02;El Señor de los Anillos: Las Dos Torres (2002);La Comunidad se vio obligada a dividirse en tres grupos. Sin embargo, esta disolución no ha socavado la firmeza de ninguno de sus miembros para acometer su heroica misión. Perdidos en las colinas de Emyn Muil, Frodo (Elijah Wood) y Sam (Sean Astin) descubren que alguien les sigue: el misterioso Gollum (Andy Serkis). Esta inquietante criatura, que ha sido corrompida y deformada por el Anillo, promete, a cambio de su liberación, guiar a los hobbits hasta las Puertas Negras de Mordor. Sam no confía en su nuevo acompañante, pero Frodo se apiada de Gollum porque también ha sido, como él, portador del Anillo.;https://www.themoviedb.org/movie/121-the-lord-of-the-rings-the-two-towers?language=es-MX;Hombre;15 a 18 años;8;Acción, Aventura, Fantasía
3/12/2019 9:00:44;El Señor de los Anillos: El Retorno del Rey (2003);El viaje de La Comunidad del Anillo está llegando a su fin. Las fuerzas de Sauron han atacado Minas Tirith, la capital de Gondor, en su asedio definitivo contra la humanidad. El antaño gran reino, ahora gobernado por un anciano senescal, nunca ha necesitado más desesperadamente la figura de un Rey. ¿Pero conseguirá Aragorn (Viggo Mortensen) la fuerza suficiente para convertirse en aquello para lo que nació y enfrentarse a su destino? El destino de la Tierra-media descansa sobre sus hombros.;https://www.themoviedb.org/movie/122-the-lord-of-the-rings-the-return-of-the-king?language=es-MX;Hombre;18 a 25 años;9;Acción, Aventura, Fantasía
3/12/2019 9:01:36;El silencio de los inocentes (1991);"El FBI busca a ""Buffalo Bill"", un asesino en serie que mata a sus víctimas, todas adolescentes, después de prepararlas minuciosamente y arrancarles la piel. Para poder atraparlo recurren a Clarice Starling, una brillante licenciada universitaria, experta en conductas psicópatas, que aspira a formar parte del FBI. Siguiendo las instrucciones de su jefe, Jack Crawford, Clarice visita la cárcel de alta seguridad donde el gobierno mantiene encerrado al Dr. Hannibal Lecter, antiguo psicoanalista y asesino, dotado de una inteligencia superior a la normal. Su misión será intentar sacarle información sobre los patrones de conducta del asesino que están buscando.";https://www.themoviedb.org/movie/274-the-silence-of-the-lambs?language=es-MX;Hombre;25 a 40 años;8;Crimen, Drama, Suspense
3/12/2019 9:02:34;Escape del planeta tierra (2013);La cinta, ambientada en el planeta Baab, cuenta la historia del admirado astronauta Scorch Supernova (Fraser), un héroe nacional del pueblo baabariano. Maestro en rescates audaces, Scorch realiza hazañas asombrosas con la ayuda de su hermano Gary (Corddry), jefe de control de misión en la BASA. Cuando Lena (Alba), jefe de la BASA, informa a los hermanos de un SOS en un planeta conocido por su peligrosidad Scorch rechaza las advertencias de Gary y caerá de lleno en una trampa diabólica a manos del maléfico Shanker (Gandolfini). Ahora Gary tendrá que convertirse en el héroe para rescatar a su hermano, a su planeta, a su amada esposa Kira (Parker) y a su hijo Kip.;https://www.themoviedb.org/movie/68179-escape-from-planet-earth?language=es-MX;Hombre;18 a 25 años;4;Animación, Aventura, Ciencia Ficción, Comedia, Familia
3/12/2019 9:03:24;Escuadrón Suicida (2016);"La agencia secreta del gobierno A.R.G.U.S., liderada por Amanda Waller, crea una fuerza especial con los peores villanos del mundo: el ""Escuadrón Suicida"", un equipo asignado a misiones mortales a cambio de acortar sus estancias en prisión.";https://www.themoviedb.org/movie/297761-suicide-squad?language=es-MX;Hombre;25 a 40 años;6;Acción, Aventura, Ciencia Ficción, Crimen, Fantasía
3/13/2019 14:14:33;Saturday Night Fever 1977 (1977);"Tony Manero es un oficinista de la tienda de la pintura de Brooklyn que daría algo para evadirse de su existencia sin salida. En la vida, Tony es un campesino; en la pista de baile de la discoteca, es un rey. Ya que la banda sonora juega un éxito de Bee Gees después del otro, puntales de Tony con el traje blanco su materia entre señales de luz y cuerpos sudorosos, ondulantes. Las aspiraciones de la clase de Tony se reflejan en su relación con su compañero de baile, un secretario ansioso de moverse en el mundo encantador de Manhattan.";https://www.themoviedb.org/movie/11009-saturday-night-fever?language=es-MX;Hombre;15 a 18 años;8;Comedia, Drama, Música
3/13/2019 14:15:13;Forrest Gump (1994);Basada en la novela homónima del escritor Winston Groom, la película fue dirigida por Robert Zemeckis y protagonizada por Tom Hanks. La historia describe varias décadas de la vida de Forrest Gump, un nativo de Alabama que sufre de una leve discapacidad intelectual.;https://www.themoviedb.org/movie/13-forrest-gump?language=es-MX;Hombre;18 a 25 años;9;Comedia, Drama, Romance
3/13/2019 14:16:41;Futurama: La bestia del billón de brazos (2008);En la segunda y más tentaculosa aventura de Futurama en el espacio se rompe revelando un portal que permite acceder a un universo alternativo? ¿Pero a Cuál? ¿Terror? ¿Amor? O quizá ambos, porque resulta que contiene un monstruo repulsivo del tamaño de un planeta con intenciones de lo más románticas? Nada más y nada menos que los destinos de las especies humana y cibernética están en peligro? Y entonces entra en juego la pandilla de Futurama...;https://www.themoviedb.org/movie/12889-futurama-the-beast-with-a-billion-backs?language=es-MX;Hombre;18 a 25 años;7;Animación, Ciencia Ficción, Comedia, Fantasía
3/13/2019 14:17:29;Fuerza G (2009);Mezcla de acción real y efectos CGi -por ordenador-, la historia se centra en un comando de animales ultrainteligentes que trabajan para una agencia del gobierno intentando prevenir que un malvado millonario se apodere del mundo. En versión original contará con la voces, entre otros, de Nicolas Cage, Jon Favreau, Steve Buscemi y Penélope Cruz.;https://www.themoviedb.org/movie/19585-g-force?language=es-MX;Hombre;15 a 18 años;4;Acción, Aventura, Comedia, Familia, Fantasía
3/13/2019 14:18:59;Guardianes de la galaxia (2014);Peter Quill, debe mantener una incomoda alianza con Gamora, Drax, Rocket y Groot para asegurar un artefacto que pone en peligro a toda la galaxia no caiga en las manos del temible Ronan el Acusador.;https://www.themoviedb.org/movie/118340-guardians-of-the-galaxy?language=es-MX;Hombre;18 a 25 años;9;Acción, Aventura, Ciencia Ficción
3/14/2019 11:32:05;Guardianes de la Galaxia Vol. 2 (2017);Continúan las aventuras del equipo en su travesía por los confines del cosmos. Los Guardianes deberán luchar para mantener unida a su nueva familia mientras intentan resolver el misterio de los verdaderos orígenes de Peter Quill. Viejos rivales se convertirán en nuevos aliados, y queridos personajes de los cómics clásicos acudirán en ayuda de nuestros héroes a medida que el Universo Cinematográfico de Marvel continúa expandiéndose.;https://www.themoviedb.org/movie/283995-guardians-of-the-galaxy-2?language=es-MX;Hombre;25 a 40 años;8;Acción, Aventura, Ciencia Ficción, Comedia
3/14/2019 11:33:28;Han Solo: Una historia de Star Wars (2018);A bordo del Halcón Milenario HAN SOLO: UNA HISTORIA DE STAR WARS trae una nueva aventura con el contrabandista más querido de todos los tiempos. A través de una serie de arriesgadas travesuras en un oscuro y peligroso submundo criminal, Han Solo conoce a su futuro amigo y copiloto y encuentra al apostador Lando Calrissian en un viaje que marcará el curso de uno de los héroes más inesperados de Star Wars.;https://www.themoviedb.org/movie/348350-solo-a-star-wars-story?language=es-MX;Hombre;25 a 40 años;7;Acción, Aventura, Ciencia Ficción
3/14/2019 11:34:48;Harry Potter y la piedra filosofal (2001);El día en que cumple once años, Harry Potter se entera de que es hijo de dos destacados hechiceros, de los que ha heredado poderes mágicos. En la escuela Hogwarts de Magia y Hechicería, donde se educa con otros niños que también tienen poderes especiales, aprenderá todo lo necesario para ser mago.;https://www.themoviedb.org/movie/671-harry-potter-and-the-philosopher-s-stone?language=es-MX;Hombre;25 a 40 años;4;Aventura, Familia, Fantasía
3/14/2019 11:35:19;Harry Potter y la cámara secreta (2002);Harry regresa a su segundo año a Hogwarts, pero descubre que cosas malas ocurren debido a que un sitio llamado la Cámara de los Secretos ha sido abierto por el heredero de Slytherin y hará que los hijos de muggles, los impuros, aparezcan petrificados misteriosamente por un animal monstruoso.;https://www.themoviedb.org/movie/672-harry-potter-and-the-chamber-of-secrets?language=es-MX;Hombre;25 a 40 años;5;Aventura, Familia, Fantasía
3/14/2019 11:35:58;Harry Potter y el prisionero de Azkaban (2004);Cuando Harry Potter y sus amigos vuelven a Hogwarts para cursar su tercer año de estudios, se ven involucrados en un misterio: de la prisión para magos de Azkaban se ha fugado Sirius Black, un peligroso mago que fue cómplice de Lord Voldemort y que intentará vengarse de Harry Potter. El joven aprendiz de mago contribuyó en gran medida a la condena de Sirius, por lo que hay razones para temer por su vida.;https://www.themoviedb.org/movie/673-harry-potter-and-the-prisoner-of-azkaban?language=es-MX;Hombre;25 a 40 años;5;Aventura, Familia, Fantasía
3/15/2019 7:51:36;Harry Potter y el cáliz de fuego (2005);"La cuarta parte de la serie del niño mago comienza con la Copa Internacional de Quidditch. Cuenta también el inicio de la atracción por Cho Chang y otro año de magia, en el que una gran sorpresa obligará a Harry a enfrentarse a muchos desafíos temibles. También habrá un torneo de magia para tres escuelas, y el temido regreso de ""Aquel-que-no-debe-ser-nombrado"".";https://www.themoviedb.org/movie/674-harry-potter-and-the-goblet-of-fire?language=es-MX;Hombre;25 a 40 años;5;Aventura, Familia, Fantasía
3/15/2019 7:52:07;Harry Potter y la orden del Fénix (2007);Las tediosas vacaciones en casa de sus tíos todavía no han acabado y Harry se encuentra más inquieto que nunca. Apenas ha tenido noticias de Ron y Hermione y presiente que algo extraño está sucediendo en Hogwarts. En efecto, cuando por fin empieza el curso, sus temores se hacen realidad. El Ministerio de Magia niega que Voldemort haya regresado e inicia una campaña de desprestigio contra Harry y Dumbledore, encomendando a la horrible profesora Dolores Umbridge la tarea de vigilar todos sus movimientos. Así, pues, además de sentirse solo e incomprendido, Harry sospecha que Voldemort puede adivinar sus pensamientos e intuye que el temible mago trata de apoderarse de un objeto secreto que le permitiría recuperar su destructivo poder.;https://www.themoviedb.org/movie/675-harry-potter-and-the-order-of-the-phoenix?language=es-MX;Hombre;25 a 40 años;5;Aventura, Familia, Fantasía, Misterio
3/15/2019 7:52:38;Harry Potter y el misterio del príncipe (2009);Con dieciséis años cumplidos, Harry inicia el sexto curso en Hogwarts en medio de terribles acontecimientos que asolan Inglaterra. Elegido capitán del equipo de Quidditch, los entrenamientos, los exámenes y las chicas ocupan todo su tiempo, pero la tranquilidad dura poco. A pesar de los férreos controles de seguridad que protegen la escuela, dos alumnos son brutalmente atacados. Dumbledore sabe que se acerca el momento, anunciado por la Profecía, en que Harry y Voldemort se enfrentarán a muerte. El anciano director pedirá ayuda a Harry y juntos emprenderán un peligroso viaje. Para debilitar al enemigo, el joven mago cuenta con la ayuda de un viejo libro de pociones perteneciente a un misterioso personaje que se hace llamar el Príncipe Mestizo.;https://www.themoviedb.org/movie/767-harry-potter-and-the-half-blood-prince?language=es-MX;Hombre;25 a 40 años;5;Aventura, Familia, Fantasía
3/15/2019 7:53:04;Harry Potter y las reliquias de la muerte parte 1 (2010);"Primera parte de la adaptación al cine del último libro de la saga Harry Potter. Es una continuación de la historia recogida en ""El misterio del príncipe"". Una misión casi imposible cae sobre los hombros de Harry: deberá encontrar y destruir a los últimos horrocruxes para poner fin al reinado de Lord Voldemort. En el episodio final de la saga, el joven hechicero de 17 años emprende con sus amigos Hermione Granger y Ron Weasley un peligroso viaje por Inglaterra para encontrar los objetos que contienen los fragmentos del alma del Señor Tenebroso, que son los que garantizan su longevidad. Pero la tarea no será fácil, pues el poder del lado oscuro crece cada vez más, y las más firmes lealtades serán puestas a prueba. Harry deberá usar todos los conocimientos que ha adquirido gracias a Dumbledore para enfrentarse a su enemigo y encontrar la forma de sobrevivir a esta última aventura.";https://www.themoviedb.org/movie/12444-harry-potter-and-the-deathly-hallows-part-1?language=es-MX;Hombre;25 a 40 años;5;Aventura, Familia, Fantasía
3/15/2019 7:53:41;Harry Potter y las reliquias de la muerte parte 2 (2011);El final ha llegado. Harry, Hermione y Ron tendrán que recuperar la espada de Gryffindor para encontrar y destruir los últimos horrocruxes. Mientras tanto, Lord Voldemort está a punto de apoderarse por completo de Hogwarts y de conseguir su objetivo: matar a Harry Potter. La única esperanza de Harry es encontrar los horrocruxes antes de que Voldemort lo encuentre a él. Buscando pistas, descubre una antigua y olvidada historia: la leyenda de las reliquias de la muerte, que podría dar al malvado Lord el poder definitivo. Pero el futuro de Harry está escrito desde que nació e incluye una misión para la que se ha estado preparando desde que llegó a Hogwarts: la batalla final contra Voldemort.;https://www.themoviedb.org/movie/12445-harry-potter-and-the-deathly-hallows-part-2?language=es-MX;Hombre;25 a 40 años;5;Aventura, Familia, Fantasía
3/17/2019 6:45:12;Capitana Marvel (2019);Captain Marvel es, en sus orígenes, Carol Susan Jane Danvers, la hermana mayor de tres hermanos criados en una familia tradicional de Boston. Durante años tuvo que soportar el machismo de su padre hasta cumplir los 18, donde se alistó en la Fuerza Aérea de Estados Unidos, para convertirse en piloto.;https://www.themoviedb.org/movie/299537-captain-marvel?language=es-MX;Hombre;25 a 40 años;9;Acción, Aventura, Ciencia Ficción
3/17/2019 9:56:04;Hombres de negro (1997);"Durante muchos años los extraterrestres han vivido en la Tierra, mezclados con los seres humanos, sin que nadie lo supiese. Los Hombres de Negro son agentes especiales que forman parte de una unidad altamente secreta del gobierno; su misión consiste en controlar a los alienígenas. Dos de estos agentes (uno veterano y otro recién incorporado), cuya misión consiste en vigilar a los alienígenas que viven en Nueva York, descubren a un terrorista galáctico que pretende acabar con la Humanidad.";https://www.themoviedb.org/movie/607-men-in-black?language=es-MX;Hombre;Menos de 15 años;8;Acción, Aventura, Ciencia Ficción, Comedia
3/17/2019 9:56:57;Hombres de negro 2 (2002);Cuatro años después de evitar un desastre intergaláctico, el agente K ha vuelto a trabajar en el servicio postal mientras que el agente J sigue persiguiendo alienígenas. Pero cuando la integridad de la Tierra vuelve a estar en peligro, J tendrá que convencer a K para que se aliste de nuevo en los Hombres de Negro antes de que sea demasiado tarde.;https://www.themoviedb.org/movie/608-men-in-black-ii?language=es-MX;Hombre;15 a 18 años;7;Acción, Aventura, Ciencia Ficción, Comedia
3/17/2019 9:58:00;Hombres de negro 3 (2012);Los agentes J (Will Smith) y K (Tommy Lee Jones) han vuelto ... a tiempo. J ha visto algunas cosas inexplicables en sus 15 años con los Hombres de negro, pero nada, ni siquiera extraterrestres, lo deja perplejo tanto como su compañero torcido y reticente. Pero cuando se ponga en juego la vida de K y el destino del planeta, la agente J tendrá que retroceder en el tiempo para arreglar las cosas. J descubre que hay secretos para el universo que K nunca le contó, secretos que se revelarán cuando se una al joven agente K (Josh Brolin) para salvar a su compañero, la agencia y el futuro de la humanidad.;https://www.themoviedb.org/movie/41154-men-in-black-3?language=es-MX;Hombre;18 a 25 años;7;Acción, Ciencia Ficción, Comedia
3/17/2019 9:59:06;La era de hielo (2002);20.000 A.C. 3 diferentes especies, Un mamut malhumorado llamado Manny, Un tigre dientes de sable llamado Diego y Un perezoso llamado Sid, deben llevar a un bebe humano de vuelta a los humanos antes de que se marchen. En otra parte de la historia, Una ardilla dientes de sable llamada Scrat, busca un lugar para su presiada bellota.;https://www.themoviedb.org/movie/425-ice-age?language=es-MX;Hombre;18 a 25 años;7;Acción, Aventura, Comedia, Familia
3/17/2019 9:59:41;La era de hielo 2: El Deshielo (2006);Después de los hechos de la primera película, Manny, Sid, Diego y el resto de los animales tendran que dejar su hogar para evitar una inundación provocado por Scrat, quien busca poder agarrar su bellota. En el camino, Manny se encuentra que con Ellie, una mamut que se confunde con ser una mamut como una zarigüeya.;https://www.themoviedb.org/movie/950-ice-age-the-meltdown?language=es-MX;Hombre;18 a 25 años;7;Animación, Aventura, Comedia, Familia
3/19/2019 8:34:45;La Era de Hielo 3: El Origen de los Dinosaurios (2009);Ahora que Manny y Ellie van a tener una hija, Manny se asegura de que sea un buen padre, Diego piensa dejar la manada y Sid roba 3 huevos de dinosaurio y luego es capturado por un dinosaurio. La manada entra al mundo y van a tener la ayuda de Buck, una comadreja. Mientras tanto, Scrat se enamora de Scratty, una ardilla dientes de sable que tambien se interesa en la bellota.;https://www.themoviedb.org/movie/8355-ice-age-dawn-of-the-dinosaurs?language=es-MX;Hombre;18 a 25 años;7;Animación, Aventura, Comedia, Familia
3/19/2019 8:35:33;La era de hielo 4: La formación de los continentes (2012);La loca persecución de Scrat por su escurridiza bellota desde el principio de los tiempos, tiene consecuencias que cambiarán el mundo: un cataclismo continental que desencadenará la mayor de las aventuras para Manny, Diego y Sid. En medio de estas agitaciones, Sid se reencuentra con su Abuelita Gruñona y la manada tropieza con una extraña cuadrilla de piratas de altamar decididos a impedirles su regreso a casa.;https://www.themoviedb.org/movie/57800-ice-age-continental-drift?language=es-MX;Hombre;18 a 25 años;7;Animación, Aventura, Comedia, Familia
